customerid,orderdate,orderno,itemprice,orderitem,orderitemcate,ordernum,orderprice,,
S1708546,2020/7/10,20200710-118682,15700,px11480,家具,3,47100,,
O1295214,2021/8/23,20210823-118683,1193,qn10972,本,1,1193,,
U1311638,2019/7/11,20190711-118684,6500,mn11006,衣料,2,13000,,
M1852224,2020/7/25,20200725-118685,13900,iv10680,衣料,1,13900,,
Z1384063,2021/8/16,20210816-118686,8900,bc11976,衣料,2,17800,,
F1861419,2019/7/29,20190729-118687,22600,eo10774,家電,2,45200,,
I1050496,2020/3/9,20200309-118688,2138,yr11510,本,2,4276,,
C1098446,2019/6/12,20190612-118689,23700,lp12719,雑貨,1,23700,,
J1800067,2020/2/2,20200202-118690,2110,qu12281,本,2,4220,,
X1565085,2021/3/25,20210325-118691,24900,dl11714,雑貨,3,74700,,
P1124333,2020/4/17,20200417-118692,15200,lx10200,家具,2,30400,,
C1072135,2020/3/4,20200304-118693,8300,iv10767,衣料,2,16600,,
E1037521,2020/5/22,20200522-118694,13700,mq10274,衣料,3,41100,,
S1067551,2019/2/24,20190224-118695,618,du10303,本,2,1236,,
W1160780,2019/12/20,20191220-118696,13300,zl12473,家電,1,13300,,
T1612529,2020/8/1,20200801-118697,7300,qm10352,家電,1,7300,,
Z1225376,2019/8/28,20190828-118698,1360,pz12067,本,3,4080,,
G1087410,2020/7/24,20200724-118699,1685,jq11315,本,2,3370,,
B1002685,2020/7/3,20200703-118700,10100,jd12516,食品,2,20200,,
W1065488,2019/7/5,20190705-118701,7600,hz11811,家電,3,22800,,
E1675050,2021/7/11,20210711-118702,22000,sl11450,雑貨,3,66000,,
I1597880,2019/11/7,20191107-118703,1103,ov10396,本,2,2206,,
W1162869,2020/1/17,20200117-118704,3300,li12188,雑貨,3,9900,,
W1191947,2020/12/21,20201221-118705,7400,ue10748,家具,1,7400,,
Z1857571,2020/3/16,20200316-118706,10900,br11434,食品,1,10900,,
E1328253,2021/8/31,20210831-118707,23200,vq11418,家電,2,46400,,
N1072814,2019/5/2,20190502-118708,2400,qm12662,雑貨,2,4800,,
H1371521,2020/9/13,20200913-118709,7800,yc12689,家具,2,15600,,
A1615734,2019/11/15,20191115-118710,21800,sz12507,雑貨,3,65400,,
E1755976,2021/9/20,20210920-118711,22900,vt12970,雑貨,2,45800,,
W1224510,2019/12/27,20191227-118712,23700,ik11698,家具,1,23700,,
I1616288,2021/5/9,20210509-118713,16700,vy11983,家具,1,16700,,
K1282729,2020/6/14,20200614-118714,9200,et10302,家電,2,18400,,
C1866034,2021/3/8,20210308-118715,18600,zz12708,食品,1,18600,,
W1586512,2020/5/25,20200525-118716,14600,bm11792,食品,1,14600,,
V1528188,2019/12/21,20191221-118717,7700,gs12743,家具,1,7700,,
K1309289,2021/3/18,20210318-118718,28600,lp10967,食品,1,28600,,
O1923562,2019/12/25,20191225-118719,26800,fe11430,衣料,3,80400,,
G1339716,2019/9/18,20190918-118720,13200,wb10151,家電,3,39600,,
M1502351,2021/4/9,20210409-118721,25400,sk12434,衣料,1,25400,,
A1959683,2019/3/13,20190313-118722,13700,wf10874,衣料,2,27400,,
K1253687,2019/3/26,20190326-118723,4300,dj12812,家具,2,8600,,
Q1342396,2021/9/19,20210919-118724,12400,yw12764,衣料,2,24800,,
M1972327,2019/7/2,20190702-118725,13000,yp12357,雑貨,1,13000,,
B1332314,2021/6/13,20210613-118726,12500,kr10686,衣料,2,25000,,
Y1191690,2020/11/25,20201125-118727,26300,tt12150,家具,2,52600,,
J1261931,2019/5/5,20190505-118728,29600,nj11699,雑貨,2,59200,,
K1793670,2019/6/21,20190621-118729,17600,ql12375,衣料,3,52800,,
Y1398211,2019/11/4,20191104-118730,26500,dm10617,食品,1,26500,,
D1872964,2019/5/27,20190527-118731,11700,ai10115,家電,1,11700,,
X1663731,2021/5/9,20210509-118732,8700,id12597,食品,2,17400,,
N1221048,2019/6/12,20190612-118733,20400,rj10672,家具,1,20400,,
R1323510,2020/7/8,20200708-118734,10100,jd12516,食品,3,30300,,
C1891746,2019/3/5,20190305-118735,7500,qy11059,家具,1,7500,,
O1953386,2021/7/29,20210729-118736,9700,au10496,家電,1,9700,,
Q1333960,2021/9/11,20210911-118737,27000,uq12602,食品,1,27000,,
P1531845,2019/2/10,20190210-118738,23700,ao10381,衣料,2,47400,,
S1754529,2019/4/26,20190426-118739,10000,dl11712,食品,1,10000,,
S1261239,2021/2/20,20210220-118740,4800,zf12398,食品,2,9600,,
Z1889094,2020/3/27,20200327-118741,748,gp10332,本,1,748,,
I1673329,2019/4/1,20190401-118742,15000,hy11282,衣料,2,30000,,
J1406092,2019/5/31,20190531-118743,5700,dh11820,雑貨,1,5700,,
P1591611,2021/8/21,20210821-118744,25200,xf11270,雑貨,2,50400,,
C1074481,2020/2/29,20200229-118745,20300,mq10847,家電,3,60900,,
K1290277,2021/4/16,20210416-118746,959,ad12243,本,3,2877,,
D1560089,2021/5/22,20210522-118747,29500,ps12515,家具,1,29500,,
C1372381,2020/12/29,20201229-118748,1942,hz12147,本,2,3884,,
X1075443,2020/6/9,20200609-118749,4100,gx12793,雑貨,1,4100,,
L1157960,2020/10/15,20201015-118750,19100,yj11838,家電,2,38200,,
C1665497,2019/12/8,20191208-118751,22600,zz12563,衣料,1,22600,,
W1137388,2019/2/11,20190211-118752,29400,pn11536,雑貨,1,29400,,
Y1489169,2019/3/12,20190312-118753,5200,sm12797,衣料,1,5200,,
N1985179,2019/12/2,20191202-118754,26900,qc10750,雑貨,2,53800,,
G1678571,2020/2/10,20200210-118755,9500,vt11275,衣料,3,28500,,
V1656699,2019/6/22,20190622-118756,26800,yu11494,食品,1,26800,,
W1732260,2019/3/18,20190318-118757,18600,ec12838,食品,2,37200,,
O1995287,2019/12/31,20191231-118758,16200,uo10599,衣料,1,16200,,
F1916839,2020/3/9,20200309-118759,4300,ov10845,衣料,1,4300,,
K1772645,2019/4/21,20190421-118760,22100,ib12623,雑貨,3,66300,,
J1285999,2019/11/22,20191122-118761,24900,dl11714,雑貨,3,74700,,
O1161972,2021/3/22,20210322-118762,2098,ku12189,本,3,6294,,
C1098446,2020/10/5,20201005-118763,14200,rq10393,家具,3,42600,,
R1876716,2019/12/7,20191207-118764,26900,tf11597,家具,2,53800,,
G1705869,2020/6/28,20200628-118765,7300,tm12571,家電,3,21900,,
E1193918,2019/10/16,20191016-118766,7300,ua10507,家具,1,7300,,
T1161436,2020/2/27,20200227-118767,10100,vw11394,食品,3,30300,,
G1747387,2021/2/4,20210204-118768,14400,in10101,家具,3,43200,,
N1298646,2020/5/21,20200521-118769,19900,yz10078,衣料,1,19900,,
G1843167,2019/6/30,20190630-118770,23300,ez11899,家具,3,69900,,
J1863154,2019/11/16,20191116-118771,16800,ox12526,家電,3,50400,,
Y1690784,2019/3/28,20190328-118772,1863,tu11133,本,3,5589,,
B1818876,2021/7/26,20210726-118773,24300,ka12737,家具,3,72900,,
E1697644,2020/10/21,20201021-118774,10100,jd12516,食品,3,30300,,
H1794365,2020/10/7,20201007-118775,23100,jj10276,家具,2,46200,,
L1787624,2021/6/25,20210625-118776,3300,qw11522,衣料,2,6600,,
I1842713,2020/8/7,20200807-118777,2100,yc12750,食品,3,6300,,
U1941040,2019/10/9,20191009-118778,15800,pu11598,家具,3,47400,,
G1181623,2020/12/23,20201223-118779,1200,rp10058,食品,2,2400,,
N1643818,2020/1/13,20200113-118780,6700,mj12582,衣料,2,13400,,
D1875316,2021/10/4,20211004-118781,23800,cp12626,食品,3,71400,,
U1905982,2021/6/16,20210616-118782,21400,li12892,家電,1,21400,,
D1055791,2020/6/1,20200601-118783,1586,ap10093,本,3,4758,,
W1819888,2019/9/28,20190928-118784,22500,co12267,家電,1,22500,,
U1505687,2021/1/18,20210118-118785,22100,ib12623,雑貨,3,66300,,
T1043333,2019/6/15,20190615-118786,12900,ao10422,食品,2,25800,,
F1328939,2021/1/27,20210127-118787,12900,cz12931,食品,1,12900,,
R1232748,2020/1/25,20200125-118788,11000,ng11605,家電,1,11000,,
T1775542,2019/11/1,20191101-118789,22500,lu11210,衣料,2,45000,,
Q1875483,2019/9/9,20190909-118790,26300,ku12872,雑貨,2,52600,,
G1646852,2020/6/28,20200628-118791,1127,me11548,本,2,2254,,
X1575596,2019/4/7,20190407-118792,5100,kc12009,食品,1,5100,,
L1389879,2021/5/14,20210514-118793,6100,sd10338,雑貨,2,12200,,
Y1396533,2021/6/24,20210624-118794,17900,wx11804,家電,2,35800,,
J1465498,2021/8/19,20210819-118795,17800,re12403,家具,1,17800,,
M1905485,2019/9/12,20190912-118796,18800,yy11984,家電,1,18800,,
D1042712,2020/5/5,20200505-118797,16300,mm12729,衣料,2,32600,,
M1734846,2021/4/13,20210413-118798,13700,mi12783,食品,1,13700,,
P1037498,2019/3/9,20190309-118799,1986,rs11316,本,3,5958,,
Q1794089,2020/5/26,20200526-118800,9100,aq11736,食品,3,27300,,
T1253894,2019/9/9,20190909-118801,1909,ue10691,本,2,3818,,
R1525016,2019/8/6,20190806-118802,5100,sc12866,衣料,3,15300,,
V1453992,2019/2/12,20190212-118803,24200,pj10428,食品,3,72600,,
V1519440,2021/1/12,20210112-118804,29900,sj12144,食品,3,89700,,
I1819229,2021/5/10,20210510-118805,9500,wq10253,家電,3,28500,,
A1615128,2021/2/4,20210204-118806,29300,zp10665,家電,1,29300,,
B1346633,2021/5/27,20210527-118807,12400,im11389,食品,3,37200,,
Y1598097,2021/7/31,20210731-118808,25300,og11223,家電,3,75900,,
L1655721,2019/4/20,20190420-118809,10900,wy11224,雑貨,3,32700,,
F1968917,2020/10/4,20201004-118810,12000,yv12584,衣料,2,24000,,
L1878627,2020/11/24,20201124-118811,25900,yp12484,家電,3,77700,,
X1100596,2019/5/19,20190519-118812,18100,nb10796,衣料,3,54300,,
T1031749,2019/6/24,20190624-118813,12400,jg12718,雑貨,3,37200,,
Q1192230,2019/11/19,20191119-118814,5500,ch12616,食品,3,16500,,
A1646047,2019/4/18,20190418-118815,15200,mb11859,衣料,2,30400,,
C1265385,2021/5/30,20210530-118816,26900,ap10266,衣料,1,26900,,
X1418417,2021/3/26,20210326-118817,28100,fi12987,衣料,1,28100,,
M1026774,2019/6/13,20190613-118818,19400,cy12955,雑貨,1,19400,,
F1819340,2020/5/21,20200521-118819,3400,vq12493,雑貨,3,10200,,
P1027898,2020/7/5,20200705-118820,20400,jg12300,家電,3,61200,,
Q1479337,2019/5/2,20190502-118821,29000,gq11251,雑貨,3,87000,,
B1925961,2020/9/28,20200928-118822,2600,qu11214,衣料,1,2600,,
E1588667,2020/4/25,20200425-118823,4500,mi10492,衣料,2,9000,,
U1114423,2019/10/21,20191021-118824,19800,yw12637,家電,3,59400,,
Z1932866,2019/12/29,20191229-118825,13600,aa12330,食品,1,13600,,
R1722094,2019/3/12,20190312-118826,13400,fu11365,雑貨,3,40200,,
M1805059,2019/7/21,20190721-118827,28600,eb10114,家具,2,57200,,
W1070423,2020/3/8,20200308-118828,7100,ok11487,家電,2,14200,,
U1312627,2021/5/1,20210501-118829,23900,kk11263,食品,2,47800,,
V1306742,2021/9/30,20210930-118830,13700,zv12402,家具,1,13700,,
K1904153,2021/9/30,20210930-118831,8800,wg11407,衣料,3,26400,,
P1647939,2019/3/19,20190319-118832,11500,ob10536,衣料,1,11500,,
M1812950,2019/2/20,20190220-118833,6900,ib10289,家電,1,6900,,
S1544382,2020/2/3,20200203-118834,11700,wi11428,家具,2,23400,,
X1222562,2020/3/28,20200328-118835,7100,ih10132,家電,1,7100,,
M1228463,2019/2/17,20190217-118836,10900,la11193,家具,2,21800,,
V1440728,2020/6/28,20200628-118837,19400,us12747,雑貨,2,38800,,
M1904355,2021/6/8,20210608-118838,1548,jb12500,本,2,3096,,
F1797537,2020/6/16,20200616-118839,26900,ff10991,家電,1,26900,,
G1986831,2021/2/14,20210214-118840,669,ll11144,本,3,2007,,
Z1256899,2020/4/18,20200418-118841,2323,le12162,本,2,4646,,
T1789622,2021/9/19,20210919-118842,17200,tb10236,雑貨,1,17200,,
P1350476,2020/4/2,20200402-118843,23600,uy10951,食品,1,23600,,
P1466832,2021/10/6,20211006-118844,5100,jw12184,家具,2,10200,,
P1738664,2019/11/2,20191102-118845,7800,sc10075,家電,3,23400,,
L1412921,2020/3/22,20200322-118846,1421,dc12409,本,2,2842,,
G1727677,2020/6/21,20200621-118847,13400,id10144,雑貨,3,40200,,
V1306742,2021/7/6,20210706-118848,11500,hn11676,食品,1,11500,,
D1382316,2021/8/22,20210822-118849,2500,dk12306,食品,2,5000,,
U1060260,2020/2/23,20200223-118850,1376,dg10831,本,1,1376,,
O1923562,2021/8/14,20210814-118851,28700,ms10233,家電,3,86100,,
I1076286,2020/9/1,20200901-118852,22900,co11136,衣料,3,68700,,
C1876627,2021/10/17,20211017-118853,26400,nt10234,家電,2,52800,,
H1176236,2020/11/26,20201126-118854,23300,ez11899,家具,3,69900,,
Y1853922,2020/1/28,20200128-118855,8800,ch11142,衣料,1,8800,,
N1732330,2021/3/12,20210312-118856,3400,fa12974,食品,3,10200,,
Y1436169,2021/9/21,20210921-118857,10700,ta12815,家具,3,32100,,
J1758149,2020/11/8,20201108-118858,1716,wq12416,本,1,1716,,
F1338741,2020/2/5,20200205-118859,28700,do10566,雑貨,3,86100,,
L1278961,2020/12/13,20201213-118860,1653,tb12449,本,3,4959,,
Q1594734,2020/3/3,20200303-118861,16100,jd10163,家電,1,16100,,
J1045344,2020/10/29,20201029-118862,22900,co11136,衣料,3,68700,,
O1923562,2020/1/17,20200117-118863,1053,gp10658,本,2,2106,,
O1886655,2020/5/1,20200501-118864,25100,mu12242,衣料,3,75300,,
X1389291,2019/7/11,20190711-118865,23100,gq11054,家具,1,23100,,
A1238425,2021/3/3,20210303-118866,26500,su12420,家具,2,53000,,
R1394214,2019/8/18,20190818-118867,28400,rs12459,家電,3,85200,,
Y1690784,2020/1/26,20200126-118868,1242,wo10998,本,1,1242,,
N1195534,2020/11/1,20201101-118869,26000,ba10938,食品,3,78000,,
Y1097535,2019/7/10,20190710-118870,26300,xp12394,食品,1,26300,,
Q1862314,2020/11/11,20201111-118871,13600,yq11680,雑貨,1,13600,,
O1142153,2020/3/6,20200306-118872,19600,qh10404,家電,2,39200,,
S1170876,2019/8/18,20190818-118873,26200,nn10742,家電,1,26200,,
V1353186,2021/8/4,20210804-118874,13700,ko11185,衣料,1,13700,,
T1874714,2021/7/18,20210718-118875,5100,as10596,家具,1,5100,,
M1184558,2020/7/25,20200725-118876,7300,el10860,食品,1,7300,,
S1630328,2021/5/28,20210528-118877,6500,fh10015,家電,3,19500,,
T1621686,2021/3/11,20210311-118878,2800,yc11786,家具,2,5600,,
W1050039,2021/10/9,20211009-118879,11000,ez11238,衣料,1,11000,,
D1512837,2021/10/30,20211030-118880,24700,bi10612,衣料,2,49400,,
X1453598,2021/6/24,20210624-118881,16100,ty10747,家具,1,16100,,
X1580835,2019/3/17,20190317-118882,2900,ab11093,家電,2,5800,,
F1793150,2019/4/15,20190415-118883,6000,sb11016,家電,3,18000,,
R1165236,2021/3/16,20210316-118884,28600,lu11274,雑貨,1,28600,,
A1078249,2020/9/17,20200917-118885,29800,vm10996,衣料,1,29800,,
C1870030,2021/7/21,20210721-118886,26900,ff10991,家電,1,26900,,
H1713849,2021/3/20,20210320-118887,1600,qg10258,食品,3,4800,,
M1951958,2021/1/1,20210101-118888,803,bs10378,本,1,803,,
Y1172419,2021/5/7,20210507-118889,10600,bt10577,食品,1,10600,,
K1091388,2020/1/14,20200114-118890,24700,sm12217,雑貨,3,74100,,
E1610827,2019/12/7,20191207-118891,15700,bq12036,家電,2,31400,,
Y1517541,2021/1/8,20210108-118892,6400,tt11716,衣料,2,12800,,
W1476182,2020/12/17,20201217-118893,2400,yf10256,食品,2,4800,,
F1746212,2019/8/30,20190830-118894,7000,zv10162,家具,3,21000,,
C1549148,2020/4/19,20200419-118895,4700,ra10922,雑貨,1,4700,,
A1248797,2021/9/2,20210902-118896,20200,te11415,食品,3,60600,,
W1274562,2020/2/23,20200223-118897,26500,lf12687,雑貨,3,79500,,
K1633247,2019/6/3,20190603-118898,19300,ag11028,家具,2,38600,,
H1686546,2019/12/31,20191231-118899,15900,ao11906,食品,1,15900,,
D1738745,2019/4/2,20190402-118900,14000,fv10028,雑貨,1,14000,,
A1701030,2019/11/21,20191121-118901,13700,pz11339,家電,3,41100,,
L1750032,2019/4/8,20190408-118902,1695,ys10879,本,3,5085,,
Z1510586,2021/3/9,20210309-118903,7400,qt10762,衣料,3,22200,,
K1011559,2021/10/19,20211019-118904,13400,id10144,雑貨,3,40200,,
E1761291,2019/6/7,20190607-118905,13000,xe10259,食品,2,26000,,
Z1545642,2021/2/4,20210204-118906,3900,dp12276,家電,3,11700,,
X1969997,2019/4/13,20190413-118907,9900,fm10586,家具,2,19800,,
W1049250,2021/4/4,20210404-118908,2900,hv11247,雑貨,3,8700,,
V1016154,2019/2/20,20190220-118909,21000,di10924,家電,2,42000,,
M1619398,2019/7/29,20190729-118910,28000,gr12946,衣料,1,28000,,
H1654967,2020/12/24,20201224-118911,16700,pg10112,家具,3,50100,,
W1535354,2021/4/14,20210414-118912,24200,am10167,食品,1,24200,,
U1859867,2021/6/3,20210603-118913,12800,fl12241,雑貨,2,25600,,
H1524051,2021/8/18,20210818-118914,20100,qw10715,雑貨,2,40200,,
E1501857,2021/7/24,20210724-118915,7200,hb10710,家電,2,14400,,
C1254581,2021/11/2,20211102-118916,8200,wa11946,家電,1,8200,,
H1349347,2020/11/18,20201118-118917,23200,vq11418,家電,2,46400,,
Q1168258,2019/2/25,20190225-118918,8800,ch11142,衣料,3,26400,,
F1414740,2020/1/4,20200104-118919,24100,en11787,衣料,3,72300,,
Q1862314,2020/3/11,20200311-118920,19600,ci10975,食品,1,19600,,
N1620219,2020/4/19,20200419-118921,12400,ig10512,衣料,1,12400,,
H1555696,2019/4/8,20190408-118922,4300,gw12234,家電,1,4300,,
D1614164,2019/2/9,20190209-118923,7000,mt11744,食品,1,7000,,
U1471233,2021/8/25,20210825-118924,13700,me10553,家電,1,13700,,
M1608086,2019/2/22,20190222-118925,12600,ew11624,食品,1,12600,,
K1922940,2019/7/24,20190724-118926,18800,or12779,家電,2,37600,,
I1091257,2019/12/13,20191213-118927,12100,jg10081,食品,2,24200,,
K1077725,2021/7/28,20210728-118928,1515,pu11461,本,1,1515,,
U1385673,2019/7/14,20190714-118929,20100,nv12294,雑貨,1,20100,,
A1175122,2020/2/25,20200225-118930,22900,ae12128,衣料,1,22900,,
K1580429,2019/12/28,20191228-118931,22000,hw10190,家具,1,22000,,
O1669936,2019/11/26,20191126-118932,25000,om12531,食品,2,50000,,
M1779243,2019/5/19,20190519-118933,12500,kr10686,衣料,1,12500,,
I1569517,2021/9/30,20210930-118934,12600,ks11996,家電,2,25200,,
Y1633333,2021/1/20,20210120-118935,7300,qm10352,家電,2,14600,,
L1815795,2021/9/15,20210915-118936,2160,xo10940,本,1,2160,,
M1593213,2021/1/5,20210105-118937,19800,yw12637,家電,2,39600,,
Z1716473,2019/9/7,20190907-118938,16900,fv10711,家具,1,16900,,
M1039445,2020/9/9,20200909-118939,22000,sl11450,雑貨,1,22000,,
D1806890,2020/6/2,20200602-118940,25100,bu10647,衣料,3,75300,,
W1175268,2020/1/1,20200101-118941,12900,wb11123,食品,1,12900,,
H1102063,2020/1/22,20200122-118942,29400,pn11536,雑貨,2,58800,,
V1763415,2021/10/15,20211015-118943,16700,qc12437,食品,1,16700,,
N1423298,2019/5/4,20190504-118944,1400,hc10482,衣料,2,2800,,
U1265618,2020/9/6,20200906-118945,22900,ro11702,家具,1,22900,,
J1922762,2021/7/25,20210725-118946,28100,uk10929,衣料,1,28100,,
V1869012,2021/7/7,20210707-118947,13300,zk11308,家具,2,26600,,
G1899491,2021/3/9,20210309-118948,29900,vj12080,食品,3,89700,,
Y1920852,2019/8/25,20190825-118949,22500,wf10214,家電,3,67500,,
I1112858,2019/12/27,20191227-118950,618,hu10528,本,2,1236,,
B1971871,2021/3/29,20210329-118951,5100,bx12246,衣料,3,15300,,
G1942127,2020/7/7,20200707-118952,11800,di11742,家電,2,23600,,
K1569866,2019/2/15,20190215-118953,29300,wl10298,家具,2,58600,,
X1973293,2019/7/20,20190720-118954,2270,dj12374,本,3,6810,,
P1830124,2021/11/1,20211101-118955,15500,sb11231,衣料,2,31000,,
Z1880485,2021/10/27,20211027-118956,27700,ap10186,食品,1,27700,,
C1634537,2020/11/11,20201111-118957,1755,by11773,本,2,3510,,
U1042653,2021/3/9,20210309-118958,12000,qz10280,家具,2,24000,,
L1431117,2020/2/15,20200215-118959,891,kk10452,本,1,891,,
Q1786246,2019/3/12,20190312-118960,2270,dj12374,本,3,6810,,
G1585721,2019/3/4,20190304-118961,3900,qz10173,衣料,2,7800,,
A1008517,2020/4/7,20200407-118962,17700,zn11208,雑貨,1,17700,,
A1714893,2020/3/21,20200321-118963,22300,bk12952,家電,1,22300,,
S1760555,2020/4/13,20200413-118964,2700,gs12027,衣料,2,5400,,
R1821586,2019/7/26,20190726-118965,9100,te11745,家電,3,27300,,
W1076756,2020/1/22,20200122-118966,4000,gb12639,雑貨,2,8000,,
M1672654,2021/5/20,20210520-118967,25100,qv11871,家電,2,50200,,
G1339282,2021/6/3,20210603-118968,25400,hh11158,衣料,2,50800,,
F1801950,2021/10/3,20211003-118969,12500,ha10893,家具,3,37500,,
S1200274,2021/4/30,20210430-118970,22400,dx10756,家電,1,22400,,
N1797754,2020/11/8,20201108-118971,7800,vc10824,雑貨,3,23400,,
R1365032,2019/6/25,20190625-118972,14300,zv11587,雑貨,3,42900,,
G1035983,2019/2/26,20190226-118973,26900,ru11213,食品,3,80700,,
D1217816,2019/8/26,20190826-118974,3400,iv11471,衣料,2,6800,,
V1576311,2020/5/5,20200505-118975,16700,lk11026,家電,1,16700,,
J1369988,2019/9/14,20190914-118976,23500,my12527,食品,3,70500,,
B1633424,2020/7/31,20200731-118977,29900,km10371,雑貨,2,59800,,
Q1482340,2019/9/22,20190922-118978,23300,aw11499,食品,1,23300,,
C1946780,2020/11/27,20201127-118979,16100,zw10834,家電,3,48300,,
V1462033,2020/1/7,20200107-118980,6200,yj12350,衣料,1,6200,,
C1615030,2021/3/10,20210310-118981,26100,pf11818,家電,3,78300,,
L1262986,2019/5/25,20190525-118982,21700,ta11734,家電,2,43400,,
U1320776,2019/7/29,20190729-118983,6500,fh10015,家電,3,19500,,
Z1310753,2020/1/30,20200130-118984,10900,un12007,家具,3,32700,,
W1483596,2019/9/23,20190923-118985,22800,hh12028,雑貨,2,45600,,
U1819775,2020/1/7,20200107-118986,14300,tp10648,衣料,1,14300,,
K1583131,2021/8/11,20210811-118987,14500,wi11664,家電,1,14500,,
D1138067,2019/5/23,20190523-118988,28700,lw11511,雑貨,1,28700,,
P1350476,2019/11/21,20191121-118989,1900,qf10899,雑貨,3,5700,,
Z1256899,2020/5/23,20200523-118990,29200,zu10261,家具,3,87600,,
S1333748,2021/6/12,20210612-118991,2445,yf10579,本,3,7335,,
B1971871,2021/9/21,20210921-118992,21700,qv11969,雑貨,1,21700,,
U1516910,2021/1/11,20210111-118993,17900,rd10523,衣料,2,35800,,
J1944245,2021/5/17,20210517-118994,16300,yx11667,食品,3,48900,,
N1055663,2021/9/16,20210916-118995,18000,xl12411,家具,3,54000,,
X1389291,2019/8/9,20190809-118996,13200,gx10237,家具,2,26400,,
Q1290740,2019/11/15,20191115-118997,1276,xz11987,本,2,2552,,
C1229021,2019/5/25,20190525-118998,2900,ev10401,食品,3,8700,,
Q1040041,2020/4/20,20200420-118999,16900,hj10131,家具,3,50700,,
N1273373,2019/5/3,20190503-119000,2430,be11813,本,3,7290,,
R1201647,2021/7/5,20210705-119001,788,rh10207,本,1,788,,
Z1537846,2020/3/3,20200303-119002,1951,hk10360,本,2,3902,,
V1543997,2021/3/5,20210305-119003,650,ph11530,本,3,1950,,
S1501940,2019/12/24,20191224-119004,5900,ah11938,雑貨,3,17700,,
K1341549,2021/1/19,20210119-119005,27600,fv10591,家電,1,27600,,
M1010575,2021/3/31,20210331-119006,1600,tw11082,家具,1,1600,,
Y1086632,2019/5/20,20190520-119007,14100,fu12430,食品,3,42300,,
H1522311,2019/5/3,20190503-119008,3400,fa12974,食品,2,6800,,
D1170444,2019/12/6,20191206-119009,4300,ci11112,食品,1,4300,,
Q1847838,2019/2/17,20190217-119010,13200,eu10325,家具,3,39600,,
G1748222,2020/8/23,20200823-119011,26000,px12560,家電,3,78000,,
F1371666,2021/7/22,20210722-119012,27000,le12286,雑貨,2,54000,,
W1454876,2019/6/5,20190605-119013,15900,np10406,食品,1,15900,,
Q1034447,2019/11/1,20191101-119014,1274,pg11925,本,1,1274,,
J1430727,2021/5/28,20210528-119015,2700,rx10839,家電,2,5400,,
C1256079,2021/10/31,20211031-119016,24100,jr10731,衣料,3,72300,,
K1659134,2020/1/16,20200116-119017,19900,db11922,雑貨,3,59700,,
E1646793,2021/1/16,20210116-119018,1524,km10685,本,1,1524,,
A1212817,2019/3/25,20190325-119019,15900,pq12480,家電,1,15900,,
Q1366741,2021/8/22,20210822-119020,2274,km12030,本,3,6822,,
P1463942,2020/6/21,20200621-119021,23300,bs11991,食品,2,46600,,
H1191461,2019/12/26,20191226-119022,27300,nb11772,家電,1,27300,,
C1240693,2020/11/25,20201125-119023,14800,xa10268,家電,2,29600,,
F1128095,2020/7/11,20200711-119024,1915,ov11245,本,3,5745,,
B1134856,2020/10/23,20201023-119025,18000,ol11057,家電,3,54000,,
Z1432526,2019/2/26,20190226-119026,3900,tt12769,衣料,2,7800,,
B1878541,2019/3/14,20190314-119027,6600,mc11286,雑貨,2,13200,,
S1035177,2019/2/17,20190217-119028,7300,ya10521,食品,1,7300,,
C1708172,2021/1/13,20210113-119029,10200,uo12800,家電,2,20400,,
Q1730344,2019/8/7,20190807-119030,14400,kk12583,雑貨,2,28800,,
G1910524,2019/5/15,20190515-119031,18400,ko12558,家具,1,18400,,
S1682470,2020/5/24,20200524-119032,13800,zr11591,衣料,1,13800,,
F1730421,2019/11/15,20191115-119033,10500,jr12856,食品,3,31500,,
L1786898,2021/3/28,20210328-119034,13500,ix12915,家具,3,40500,,
C1652772,2020/6/14,20200614-119035,17400,nl12908,衣料,1,17400,,
S1916182,2020/5/20,20200520-119036,17900,cd12002,家電,2,35800,,
N1123530,2019/6/6,20190606-119037,5000,ve10632,家具,2,10000,,
E1009134,2021/5/11,20210511-119038,4400,wx12199,雑貨,1,4400,,
U1565721,2020/6/12,20200612-119039,6100,co11739,雑貨,3,18300,,
D1168149,2020/12/2,20201202-119040,4200,zh10192,衣料,2,8400,,
I1920727,2021/2/12,20210212-119041,13600,ir11917,雑貨,3,40800,,
L1954549,2019/3/4,20190304-119042,785,na12863,本,3,2355,,
Q1918234,2021/6/13,20210613-119043,10300,qr10272,家電,3,30900,,
L1858688,2019/4/26,20190426-119044,29000,em12551,家電,3,87000,,
X1059810,2020/6/27,20200627-119045,11700,xk12248,衣料,2,23400,,
H1076561,2019/8/2,20190802-119046,11700,px10584,雑貨,1,11700,,
L1352361,2021/6/29,20210629-119047,24800,st12967,雑貨,2,49600,,
P1116336,2020/1/30,20200130-119048,7800,yc12689,家具,2,15600,,
F1227081,2020/5/5,20200505-119049,26300,jz12440,食品,2,52600,,
V1325198,2020/2/10,20200210-119050,17300,et10679,雑貨,2,34600,,
I1951374,2021/10/24,20211024-119051,6000,aa11558,衣料,1,6000,,
D1625291,2020/1/6,20200106-119052,16400,cz10269,家具,3,49200,,
D1611240,2021/10/18,20211018-119053,2034,bv10079,本,2,4068,,
M1095152,2020/11/21,20201121-119054,12300,ao10564,雑貨,3,36900,,
